location_id,location_name,sex_id,sex,year,measure_name,metric_name,mean,lower,upper
6,China,2,Females,2003,"Expected years lived, 20-64",,41.69906342,41.56517312,41.8218796
6,China,2,Females,2004,"Expected years lived, 20-64",,41.89700246,41.77495021,42.01146898
6,China,2,Females,2005,"Expected years lived, 20-64",,42.10212474,41.9901703,42.21316027
6,China,2,Females,2006,"Expected years lived, 20-64",,42.26627064,42.1599355,42.36610947
6,China,2,Females,2007,"Expected years lived, 20-64",,42.43201904,42.3318596,42.52601428
6,China,2,Females,2008,"Expected years lived, 20-64",,42.48492882,42.35993623,42.5948627
6,China,2,Females,2009,"Expected years lived, 20-64",,42.67003269,42.58573876,42.74743031
6,China,2,Females,2010,"Expected years lived, 20-64",,42.75851751,42.68037187,42.83881057
6,China,2,Females,2011,"Expected years lived, 20-64",,42.88827383,42.80996486,42.96252259
6,China,2,Females,2012,"Expected years lived, 20-64",,43.00260407,42.92503801,43.07265211
6,China,2,Females,2013,"Expected years lived, 20-64",,43.06600822,42.99355731,43.13814147
6,China,2,Females,2014,"Expected years lived, 20-64",,43.1327304,43.05557573,43.20412628
6,China,2,Females,2015,"Expected years lived, 20-64",,43.21171301,43.13401954,43.28261986
6,China,2,Females,2016,"Expected years lived, 20-64",,43.28493953,43.20648017,43.35422727
6,China,3,Both sexes,1990,"Expected years lived, 20-64",,38.95935616,38.66531025,39.22285797
6,China,3,Both sexes,1991,"Expected years lived, 20-64",,39.04826364,38.77317722,39.29950728
6,China,3,Both sexes,1992,"Expected years lived, 20-64",,39.16758259,38.89547844,39.40849599
6,China,3,Both sexes,1993,"Expected years lived, 20-64",,39.28463767,39.02602874,39.52015347
6,China,3,Both sexes,1994,"Expected years lived, 20-64",,39.41200533,39.16338367,39.65135813
6,China,3,Both sexes,1995,"Expected years lived, 20-64",,39.52727727,39.30655563,39.74210269
6,China,3,Both sexes,1996,"Expected years lived, 20-64",,39.62775785,39.42400303,39.82856402
6,China,3,Both sexes,1997,"Expected years lived, 20-64",,39.76271106,39.57446218,39.9400287
6,China,3,Both sexes,1998,"Expected years lived, 20-64",,39.91149771,39.7297303,40.07572828
6,China,3,Both sexes,1999,"Expected years lived, 20-64",,40.09559034,39.92647769,40.2493088
6,China,3,Both sexes,2000,"Expected years lived, 20-64",,40.27910624,40.11497369,40.4285417
6,China,3,Both sexes,2001,"Expected years lived, 20-64",,40.44081822,40.29330081,40.58371808
6,China,3,Both sexes,2002,"Expected years lived, 20-64",,40.61844644,40.48200911,40.75375709
6,China,3,Both sexes,2003,"Expected years lived, 20-64",,40.82857206,40.70532162,40.95763997
6,China,3,Both sexes,2004,"Expected years lived, 20-64",,41.02723898,40.90077032,41.14855032
6,China,3,Both sexes,2005,"Expected years lived, 20-64",,41.21606318,41.10271464,41.33107965
6,China,3,Both sexes,2006,"Expected years lived, 20-64",,41.3821701,41.27120108,41.48905443
6,China,3,Both sexes,2007,"Expected years lived, 20-64",,41.54834302,41.44527951,41.6474059
6,China,3,Both sexes,2008,"Expected years lived, 20-64",,41.58015762,41.43679134,41.7064228
6,China,3,Both sexes,2009,"Expected years lived, 20-64",,41.80784856,41.72201067,41.89699693
6,China,3,Both sexes,2010,"Expected years lived, 20-64",,41.91925566,41.83603115,42.0043165
6,China,3,Both sexes,2011,"Expected years lived, 20-64",,42.05934046,41.97925109,42.14212587
6,China,3,Both sexes,2012,"Expected years lived, 20-64",,42.18731255,42.10380197,42.26677329
6,China,3,Both sexes,2013,"Expected years lived, 20-64",,42.27171148,42.18743319,42.3477089
6,China,3,Both sexes,2014,"Expected years lived, 20-64",,42.35403545,42.26549646,42.43300585
6,China,3,Both sexes,2015,"Expected years lived, 20-64",,42.43050067,42.33805625,42.51213643
6,China,3,Both sexes,2016,"Expected years lived, 20-64",,42.50323079,42.40677724,42.58142486
7,North Korea,1,Males,1990,"Expected years lived, 20-64",,39.95326234,39.35009584,40.44237783
7,North Korea,1,Males,1991,"Expected years lived, 20-64",,39.94759972,39.35707006,40.42821307
7,North Korea,1,Males,1992,"Expected years lived, 20-64",,39.96024844,39.38278267,40.43432092
7,North Korea,1,Males,1993,"Expected years lived, 20-64",,39.93790818,39.36535067,40.41122027
7,North Korea,1,Males,1994,"Expected years lived, 20-64",,39.89681139,39.31961912,40.38180596
7,North Korea,1,Males,1995,"Expected years lived, 20-64",,36.11458789,32.59800124,39.27419131
7,North Korea,1,Males,1996,"Expected years lived, 20-64",,36.10768912,32.59112366,39.23310664
7,North Korea,1,Males,1997,"Expected years lived, 20-64",,36.08429016,32.78261181,39.04451626
7,North Korea,1,Males,1998,"Expected years lived, 20-64",,36.02895822,32.80620739,38.94065767
7,North Korea,1,Males,1999,"Expected years lived, 20-64",,35.97096471,32.79960474,38.82213376
7,North Korea,1,Males,2000,"Expected years lived, 20-64",,35.90396533,32.73251301,38.73756915
7,North Korea,1,Males,2001,"Expected years lived, 20-64",,35.83421842,32.58134183,38.68623933
7,North Korea,1,Males,2002,"Expected years lived, 20-64",,35.77927278,32.50194277,38.59805015
7,North Korea,1,Males,2003,"Expected years lived, 20-64",,38.97439512,38.35466453,39.60663977
7,North Korea,1,Males,2004,"Expected years lived, 20-64",,38.94918849,38.32718808,39.56227525
7,North Korea,1,Males,2005,"Expected years lived, 20-64",,38.95962177,38.34240853,39.57016653
7,North Korea,1,Males,2006,"Expected years lived, 20-64",,38.97503305,38.38608687,39.55387797
7,North Korea,1,Males,2007,"Expected years lived, 20-64",,38.96077554,38.35082368,39.56153733
7,North Korea,1,Males,2008,"Expected years lived, 20-64",,39.04410575,38.4528162,39.6093775
7,North Korea,1,Males,2009,"Expected years lived, 20-64",,39.0753109,38.48456416,39.65194889
7,North Korea,1,Males,2010,"Expected years lived, 20-64",,39.11431691,38.51650389,39.68674532
7,North Korea,1,Males,2011,"Expected years lived, 20-64",,39.1511937,38.53577786,39.75691575
7,North Korea,1,Males,2012,"Expected years lived, 20-64",,39.19193397,38.55321124,39.78668867
7,North Korea,1,Males,2013,"Expected years lived, 20-64",,39.24315939,38.58066967,39.83892738
7,North Korea,1,Males,2014,"Expected years lived, 20-64",,39.29314138,38.60643256,39.87545888
7,North Korea,1,Males,2015,"Expected years lived, 20-64",,39.34427509,38.68025677,39.93218131
7,North Korea,1,Males,2016,"Expected years lived, 20-64",,39.3739588,38.71759154,39.9766812
7,North Korea,2,Females,1990,"Expected years lived, 20-64",,41.63837399,41.23183618,42.0340942
7,North Korea,2,Females,1991,"Expected years lived, 20-64",,41.65739897,41.26449998,42.05330076
7,North Korea,2,Females,1992,"Expected years lived, 20-64",,41.67065279,41.28222801,42.06410612
7,North Korea,2,Females,1993,"Expected years lived, 20-64",,41.67770195,41.29133737,42.06781255
7,North Korea,2,Females,1994,"Expected years lived, 20-64",,41.63808811,41.23832882,42.01904291
7,North Korea,2,Females,1995,"Expected years lived, 20-64",,38.15883447,34.61186117,40.98215546
7,North Korea,2,Females,1996,"Expected years lived, 20-64",,38.17747435,34.83257971,40.90802447
7,North Korea,2,Females,1997,"Expected years lived, 20-64",,38.17862547,35.06443982,40.82159209
7,North Korea,2,Females,1998,"Expected years lived, 20-64",,38.15498919,35.23386584,40.74343395
7,North Korea,2,Females,1999,"Expected years lived, 20-64",,38.12670783,35.1092114,40.62066908
7,North Korea,2,Females,2000,"Expected years lived, 20-64",,38.09024481,35.1387968,40.56775557
7,North Korea,2,Females,2001,"Expected years lived, 20-64",,38.05100142,35.06514945,40.56770198
7,North Korea,2,Females,2002,"Expected years lived, 20-64",,38.01887881,34.97069859,40.5823905
7,North Korea,2,Females,2003,"Expected years lived, 20-64",,41.0074109,40.56898028,41.40871505
7,North Korea,2,Females,2004,"Expected years lived, 20-64",,41.01221027,40.58980011,41.40870331
7,North Korea,2,Females,2005,"Expected years lived, 20-64",,41.02935133,40.59292483,41.40426934
7,North Korea,2,Females,2006,"Expected years lived, 20-64",,41.0590335,40.64032339,41.42986873
7,North Korea,2,Females,2007,"Expected years lived, 20-64",,41.07732464,40.67272094,41.45379553
7,North Korea,2,Females,2008,"Expected years lived, 20-64",,41.14390554,40.7643347,41.52027594
7,North Korea,2,Females,2009,"Expected years lived, 20-64",,41.18422081,40.80456768,41.55962754
7,North Korea,2,Females,2010,"Expected years lived, 20-64",,41.22898725,40.86108787,41.6074931
7,North Korea,2,Females,2011,"Expected years lived, 20-64",,41.27148733,40.89484763,41.65252367
7,North Korea,2,Females,2012,"Expected years lived, 20-64",,41.31612889,40.92543223,41.69513399
7,North Korea,2,Females,2013,"Expected years lived, 20-64",,41.3682515,40.96940972,41.73770372
7,North Korea,2,Females,2014,"Expected years lived, 20-64",,41.42106273,41.02198341,41.77805558
7,North Korea,2,Females,2015,"Expected years lived, 20-64",,41.47469983,41.09108977,41.83595086
7,North Korea,2,Females,2016,"Expected years lived, 20-64",,41.51869656,41.15695944,41.87768818
7,North Korea,3,Both sexes,1990,"Expected years lived, 20-64",,40.8096645,40.36098902,41.18327029
7,North Korea,3,Both sexes,1991,"Expected years lived, 20-64",,40.81247333,40.38525137,41.17820133
7,North Korea,3,Both sexes,1992,"Expected years lived, 20-64",,40.82218228,40.41768807,41.18939359
7,North Korea,3,Both sexes,1993,"Expected years lived, 20-64",,40.81144712,40.38163482,41.16860247
7,North Korea,3,Both sexes,1994,"Expected years lived, 20-64",,40.7685654,40.3390976,41.13220926
7,North Korea,3,Both sexes,1995,"Expected years lived, 20-64",,37.13041393,33.63473605,40.17000482
7,North Korea,3,Both sexes,1996,"Expected years lived, 20-64",,37.1345248,33.71267093,40.03804569
7,North Korea,3,Both sexes,1997,"Expected years lived, 20-64",,37.12180216,33.90976364,39.93946793
7,North Korea,3,Both sexes,1998,"Expected years lived, 20-64",,37.08074745,34.06663497,39.84021679
7,North Korea,3,Both sexes,1999,"Expected years lived, 20-64",,37.03602505,33.97646771,39.70492596
7,North Korea,3,Both sexes,2000,"Expected years lived, 20-64",,36.98236609,33.93768407,39.62638367
7,North Korea,3,Both sexes,2001,"Expected years lived, 20-64",,36.92625986,33.83574956,39.58038091
7,North Korea,3,Both sexes,2002,"Expected years lived, 20-64",,36.88120412,33.70872953,39.56643703
7,North Korea,3,Both sexes,2003,"Expected years lived, 20-64",,39.9768255,39.50856505,40.41940995
7,North Korea,3,Both sexes,2004,"Expected years lived, 20-64",,39.96517528,39.49321626,40.39432377
7,North Korea,3,Both sexes,2005,"Expected years lived, 20-64",,39.9776791,39.51992182,40.41180098
7,North Korea,3,Both sexes,2006,"Expected years lived, 20-64",,39.99914407,39.55377379,40.43786813
7,North Korea,3,Both sexes,2007,"Expected years lived, 20-64",,39.99978252,39.54952771,40.42488631
7,North Korea,3,Both sexes,2008,"Expected years lived, 20-64",,40.07460488,39.62314282,40.48414124
7,North Korea,3,Both sexes,2009,"Expected years lived, 20-64",,40.10943824,39.66837103,40.51941736
7,North Korea,3,Both sexes,2010,"Expected years lived, 20-64",,40.15002787,39.70800297,40.55793933
7,North Korea,3,Both sexes,2011,"Expected years lived, 20-64",,40.18879983,39.76083133,40.60614433
7,North Korea,3,Both sexes,2012,"Expected years lived, 20-64",,40.23063065,39.80805995,40.62970456
7,North Korea,3,Both sexes,2013,"Expected years lived, 20-64",,40.28161639,39.84542402,40.66596782
7,North Korea,3,Both sexes,2014,"Expected years lived, 20-64",,40.33211358,39.88379912,40.71388668
7,North Korea,3,Both sexes,2015,"Expected years lived, 20-64",,40.38331297,39.95126734,40.76440755
7,North Korea,3,Both sexes,2016,"Expected years lived, 20-64",,40.41914305,39.97648088,40.7971767
8,Taiwan,1,Males,1990,"Expected years lived, 20-64",,40.922379,40.72113071,41.11318924
8,Taiwan,1,Males,1991,"Expected years lived, 20-64",,41.009129,40.82171245,41.19592393
8,Taiwan,1,Males,1992,"Expected years lived, 20-64",,41.06516464,40.85873912,41.24484226
8,Taiwan,1,Males,1993,"Expected years lived, 20-64",,41.06485542,40.8733011,41.26485932
8,Taiwan,1,Males,1994,"Expected years lived, 20-64",,41.06543268,40.87131823,41.27282712
8,Taiwan,1,Males,1995,"Expected years lived, 20-64",,41.02397072,40.82741244,41.21055655
8,Taiwan,1,Males,1996,"Expected years lived, 20-64",,41.05128918,40.84773983,41.22535934
8,Taiwan,1,Males,1997,"Expected years lived, 20-64",,41.13580693,40.9688801,41.31463056
8,Taiwan,1,Males,1998,"Expected years lived, 20-64",,41.20457996,41.02384306,41.3834357
8,Taiwan,1,Males,1999,"Expected years lived, 20-64",,41.12753328,40.88494606,41.38089844
8,Taiwan,1,Males,2000,"Expected years lived, 20-64",,41.42736468,41.25467169,41.59945599
8,Taiwan,1,Males,2001,"Expected years lived, 20-64",,41.5443305,41.3719,41.72477825
8,Taiwan,1,Males,2002,"Expected years lived, 20-64",,41.64527272,41.4777508,41.80220199
8,Taiwan,1,Males,2003,"Expected years lived, 20-64",,41.72730179,41.55431333,41.89144518
8,Taiwan,1,Males,2004,"Expected years lived, 20-64",,41.71113667,41.5383452,41.86956325
8,Taiwan,1,Males,2005,"Expected years lived, 20-64",,41.70174643,41.53345051,41.86944388
8,Taiwan,1,Males,2006,"Expected years lived, 20-64",,41.7678549,41.61323868,41.93167915
8,Taiwan,1,Males,2007,"Expected years lived, 20-64",,41.87352678,41.70734915,42.03156987
8,Taiwan,1,Males,2008,"Expected years lived, 20-64",,41.96696881,41.81290362,42.113012
8,Taiwan,1,Males,2009,"Expected years lived, 20-64",,42.0045074,41.85355901,42.15171322
8,Taiwan,1,Males,2010,"Expected years lived, 20-64",,42.12957946,41.97710487,42.26835787
8,Taiwan,1,Males,2011,"Expected years lived, 20-64",,42.16746465,42.02825222,42.31392798
8,Taiwan,1,Males,2012,"Expected years lived, 20-64",,42.2356832,42.09680107,42.37301249
8,Taiwan,1,Males,2013,"Expected years lived, 20-64",,42.31530904,42.17962757,42.45353995
8,Taiwan,1,Males,2014,"Expected years lived, 20-64",,42.3371329,42.17953372,42.49167552
8,Taiwan,1,Males,2015,"Expected years lived, 20-64",,42.33959988,42.06616599,42.62221075
8,Taiwan,1,Males,2016,"Expected years lived, 20-64",,42.31987956,41.91442767,42.71743639
8,Taiwan,2,Females,1990,"Expected years lived, 20-64",,42.89067413,42.79418735,42.98412206
8,Taiwan,2,Females,1991,"Expected years lived, 20-64",,42.94726705,42.8454572,43.04630537
8,Taiwan,2,Females,1992,"Expected years lived, 20-64",,42.98203689,42.89137252,43.08171035
8,Taiwan,2,Females,1993,"Expected years lived, 20-64",,43.00818954,42.91431086,43.1050166
8,Taiwan,2,Females,1994,"Expected years lived, 20-64",,43.02450848,42.93197851,43.11960953
8,Taiwan,2,Females,1995,"Expected years lived, 20-64",,43.00274635,42.91325998,43.09099411
8,Taiwan,2,Females,1996,"Expected years lived, 20-64",,43.02739328,42.93006024,43.11237431
8,Taiwan,2,Females,1997,"Expected years lived, 20-64",,43.07965963,42.99297605,43.16668763
8,Taiwan,2,Females,1998,"Expected years lived, 20-64",,43.11846434,43.03637847,43.21404577
8,Taiwan,2,Females,1999,"Expected years lived, 20-64",,43.03266529,42.89457603,43.16160335
8,Taiwan,2,Females,2000,"Expected years lived, 20-64",,43.21757885,43.13577221,43.30326746
8,Taiwan,2,Females,2001,"Expected years lived, 20-64",,43.28975227,43.20874696,43.37607243
8,Taiwan,2,Females,2002,"Expected years lived, 20-64",,43.36632908,43.29368399,43.43627718
8,Taiwan,2,Females,2003,"Expected years lived, 20-64",,43.42130174,43.35261885,43.49288695
8,Taiwan,2,Females,2004,"Expected years lived, 20-64",,43.431658,43.35498241,43.50147138
8,Taiwan,2,Females,2005,"Expected years lived, 20-64",,43.46119704,43.38646162,43.52541593
8,Taiwan,2,Females,2006,"Expected years lived, 20-64",,43.51551139,43.44788245,43.58121213
8,Taiwan,2,Females,2007,"Expected years lived, 20-64",,43.56496643,43.49837688,43.62906285
8,Taiwan,2,Females,2008,"Expected years lived, 20-64",,43.60237886,43.53298311,43.66730437
8,Taiwan,2,Females,2009,"Expected years lived, 20-64",,43.62031619,43.54868422,43.69065052
8,Taiwan,2,Females,2010,"Expected years lived, 20-64",,43.69881153,43.63375767,43.76422848
8,Taiwan,2,Females,2011,"Expected years lived, 20-64",,43.72166426,43.65729562,43.78429408
8,Taiwan,2,Females,2012,"Expected years lived, 20-64",,43.73726178,43.67654394,43.79302949
8,Taiwan,2,Females,2013,"Expected years lived, 20-64",,43.77180652,43.71168264,43.83049931
8,Taiwan,2,Females,2014,"Expected years lived, 20-64",,43.78455651,43.71217369,43.85665946
8,Taiwan,2,Females,2015,"Expected years lived, 20-64",,43.7835671,43.66164979,43.92276913
8,Taiwan,2,Females,2016,"Expected years lived, 20-64",,43.78012605,43.5978842,43.96039533
8,Taiwan,3,Both sexes,1990,"Expected years lived, 20-64",,41.85840085,41.74024207,41.97127751
8,Taiwan,3,Both sexes,1991,"Expected years lived, 20-64",,41.93435149,41.81929338,42.0437198
8,Taiwan,3,Both sexes,1992,"Expected years lived, 20-64",,41.98211138,41.86268219,42.08496299
8,Taiwan,3,Both sexes,1993,"Expected years lived, 20-64",,41.99663337,41.88785241,42.11537683
8,Taiwan,3,Both sexes,1994,"Expected years lived, 20-64",,42.00674369,41.88868998,42.11658404
8,Taiwan,3,Both sexes,1995,"Expected years lived, 20-64",,41.9766398,41.86446828,42.08554411
8,Taiwan,3,Both sexes,1996,"Expected years lived, 20-64",,42.00400158,41.89026477,42.11342414
8,Taiwan,3,Both sexes,1997,"Expected years lived, 20-64",,42.07448724,41.96875932,42.17940739
8,Taiwan,3,Both sexes,1998,"Expected years lived, 20-64",,42.13004398,42.02578924,42.23174644
8,Taiwan,3,Both sexes,1999,"Expected years lived, 20-64",,42.04935836,41.87737246,42.2179949
8,Taiwan,3,Both sexes,2000,"Expected years lived, 20-64",,42.29516669,42.19808812,42.38987156
8,Taiwan,3,Both sexes,2001,"Expected years lived, 20-64",,42.39142165,42.29360734,42.49284312
8,Taiwan,3,Both sexes,2002,"Expected years lived, 20-64",,42.48111722,42.38669891,42.57662722
8,Taiwan,3,Both sexes,2003,"Expected years lived, 20-64",,42.55053173,42.45572284,42.63855364
8,Taiwan,3,Both sexes,2004,"Expected years lived, 20-64",,42.54729961,42.44756384,42.64044203
8,Taiwan,3,Both sexes,2005,"Expected years lived, 20-64",,42.55726586,42.45972208,42.65192039
8,Taiwan,3,Both sexes,2006,"Expected years lived, 20-64",,42.61863982,42.5267865,42.70487399
8,Taiwan,3,Both sexes,2007,"Expected years lived, 20-64",,42.69852959,42.60303139,42.78328183
8,Taiwan,3,Both sexes,2008,"Expected years lived, 20-64",,42.76606086,42.67813373,42.84832879
8,Taiwan,3,Both sexes,2009,"Expected years lived, 20-64",,42.79557553,42.7060597,42.88967356
8,Taiwan,3,Both sexes,2010,"Expected years lived, 20-64",,42.89954805,42.81259039,42.98003019
8,Taiwan,3,Both sexes,2011,"Expected years lived, 20-64",,42.93104398,42.84910063,43.00859954
8,Taiwan,3,Both sexes,2012,"Expected years lived, 20-64",,42.9746293,42.90265109,43.05494474
8,Taiwan,3,Both sexes,2013,"Expected years lived, 20-64",,43.03296869,42.95907803,43.10589289
8,Taiwan,3,Both sexes,2014,"Expected years lived, 20-64",,43.05077631,42.96537786,43.13830257
8,Taiwan,3,Both sexes,2015,"Expected years lived, 20-64",,43.05161818,42.89130999,43.21293843
8,Taiwan,3,Both sexes,2016,"Expected years lived, 20-64",,43.03969918,42.80738961,43.27102114
10,Cambodia,1,Males,1990,"Expected years lived, 20-64",,32.50795027,31.93594166,33.05628389
10,Cambodia,1,Males,1991,"Expected years lived, 20-64",,32.69694088,32.14637084,33.25342621
10,Cambodia,1,Males,1992,"Expected years lived, 20-64",,32.88946971,32.3690907,33.42751606
10,Cambodia,1,Males,1993,"Expected years lived, 20-64",,32.88143213,32.3590556,33.42231589
10,Cambodia,1,Males,1994,"Expected years lived, 20-64",,32.76826125,32.25173062,33.3093241
10,Cambodia,1,Males,1995,"Expected years lived, 20-64",,32.80310265,32.25884782,33.34958899
10,Cambodia,1,Males,1996,"Expected years lived, 20-64",,32.82957495,32.20672015,33.40362267
10,Cambodia,1,Males,1997,"Expected years lived, 20-64",,32.90635774,32.18432515,33.51423072
10,Cambodia,1,Males,1998,"Expected years lived, 20-64",,33.00399216,32.20648551,33.60747466
10,Cambodia,1,Males,1999,"Expected years lived, 20-64",,33.16072672,32.33662732,33.77110899
10,Cambodia,1,Males,2000,"Expected years lived, 20-64",,33.26316083,32.44439945,33.91083174
10,Cambodia,1,Males,2001,"Expected years lived, 20-64",,33.57387757,32.77697503,34.24201975
10,Cambodia,1,Males,2002,"Expected years lived, 20-64",,33.88528775,33.16824244,34.5415232
10,Cambodia,1,Males,2003,"Expected years lived, 20-64",,34.22727368,33.56398874,34.87267045
10,Cambodia,1,Males,2004,"Expected years lived, 20-64",,34.60789389,33.96244447,35.21176441
10,Cambodia,1,Males,2005,"Expected years lived, 20-64",,35.06321044,34.45643967,35.60720208
10,Cambodia,1,Males,2006,"Expected years lived, 20-64",,35.53590198,34.94554861,36.0682375
10,Cambodia,1,Males,2007,"Expected years lived, 20-64",,35.93599474,35.36922721,36.47279131
10,Cambodia,1,Males,2008,"Expected years lived, 20-64",,36.2971819,35.75710653,36.85550271
10,Cambodia,1,Males,2009,"Expected years lived, 20-64",,36.56963833,36.02934834,37.13299918
10,Cambodia,1,Males,2010,"Expected years lived, 20-64",,36.78486536,36.24176621,37.3519249
10,Cambodia,1,Males,2011,"Expected years lived, 20-64",,37.07267201,36.53441278,37.66146241
10,Cambodia,1,Males,2012,"Expected years lived, 20-64",,37.3954115,36.84620966,37.99024901
10,Cambodia,1,Males,2013,"Expected years lived, 20-64",,37.61851931,37.05864148,38.21928052
10,Cambodia,1,Males,2014,"Expected years lived, 20-64",,37.83563518,37.26689368,38.44390545
10,Cambodia,1,Males,2015,"Expected years lived, 20-64",,38.03130788,37.46015822,38.6620611
10,Cambodia,1,Males,2016,"Expected years lived, 20-64",,38.21902139,37.64790886,38.84456873
10,Cambodia,2,Females,1990,"Expected years lived, 20-64",,34.8541472,34.40730044,35.30613413
10,Cambodia,2,Females,1991,"Expected years lived, 20-64",,35.00445287,34.58186137,35.46095617
10,Cambodia,2,Females,1992,"Expected years lived, 20-64",,35.16804212,34.74897019,35.60328039
10,Cambodia,2,Females,1993,"Expected years lived, 20-64",,35.20319751,34.78898578,35.62370183
10,Cambodia,2,Females,1994,"Expected years lived, 20-64",,35.16399442,34.74924326,35.58296903
10,Cambodia,2,Females,1995,"Expected years lived, 20-64",,35.29424989,34.88807832,35.67088581
10,Cambodia,2,Females,1996,"Expected years lived, 20-64",,35.38108984,34.97047944,35.75112526
10,Cambodia,2,Females,1997,"Expected years lived, 20-64",,35.5621262,35.11620546,35.92201244
10,Cambodia,2,Females,1998,"Expected years lived, 20-64",,35.74917366,35.2977116,36.14378186
10,Cambodia,2,Females,1999,"Expected years lived, 20-64",,35.9634373,35.52583623,36.37970354
10,Cambodia,2,Females,2000,"Expected years lived, 20-64",,36.19173664,35.7569414,36.60368576
10,Cambodia,2,Females,2001,"Expected years lived, 20-64",,36.53844128,36.10275224,36.94758629
10,Cambodia,2,Females,2002,"Expected years lived, 20-64",,36.87727349,36.43894776,37.28764982
10,Cambodia,2,Females,2003,"Expected years lived, 20-64",,37.25416474,36.83638011,37.65689031
10,Cambodia,2,Females,2004,"Expected years lived, 20-64",,37.64901119,37.23124807,38.05912453
10,Cambodia,2,Females,2005,"Expected years lived, 20-64",,38.09005398,37.65999625,38.48053148
10,Cambodia,2,Females,2006,"Expected years lived, 20-64",,38.52546522,38.09923421,38.90589863
10,Cambodia,2,Females,2007,"Expected years lived, 20-64",,38.92106615,38.49437613,39.29268365
10,Cambodia,2,Females,2008,"Expected years lived, 20-64",,39.26638453,38.84222969,39.62461378
10,Cambodia,2,Females,2009,"Expected years lived, 20-64",,39.54264462,39.12691913,39.9072378
10,Cambodia,2,Females,2010,"Expected years lived, 20-64",,39.76314147,39.34921058,40.12792428
10,Cambodia,2,Females,2011,"Expected years lived, 20-64",,39.98723094,39.58559569,40.35076678
10,Cambodia,2,Females,2012,"Expected years lived, 20-64",,40.22354989,39.81443264,40.58586968
